source_file,NoiDung,React,CommentCount,Share,Comments,predicted_labels
data_bao_yagi_v16.csv,"CẬP NHẬT BÃO YAGI LÚC 2:00 AM NGÀY 7/9.
Như vậy bão YAGI đã vào Vịnh Bắc Bộ sớm hơn 4 tiếng so với dự báo. Lúc 2 giờ sáng nay theo cơ quan khí tượng Nhật Bản JMA vị trí tâm bão nằm trên khu vực phía Đông Bắc Vịnh Bắc Bộ sức gió mạnh nhất vùng gần tâm bão giảm đi một chút còn cấp 14 _ 85knots giật cấp 17.
Tâm bão còn cách đất liền các tỉnh Quảng Ninh Hải Phòng khoảng 150 km về phía Tây Tây Bắc với tốc độ di chuyển khoảng từ 15 - 20km/h tức là khoảng 10 - 11h AM sáng ngày 7/9 tâm bão sẽ đi vào đất liền Quảng Ninh Hải Phòng cụ thể là thành phố Cẩm phả tỉnh Quảng Ninh sớm hơn so với dự kiến ban đầu.
Bão đang tái tạo lại cấu trúc đĩa mây bão và con mắt bão mới có thể được thay thế có kích thước lớn hơn so với con mắt ở lúc trước khi vào đảo Hải Nam  cường độ của bão được các mô hình quốc tế đưa ra tiếp tục suy yếu chậm.
Lúc này trên Vịnh Bắc Bộ bề mặt nước biển rất ấm từ 30 - 31°C nên nhiều chuyên gia lo ngại kịch bản xấu nhất ít nhất khả năng bão vẫn giữ nguyên cấp 14 vào đất liền.
Mưa lớn do bão sẽ tập trung ở phần phía Nam của cơn bão do các đĩa mây phân tán phát triển đậm đặc ở khu vực phía nam của bão.
Mọi người tuyệt đối không được ra ngoài vào thời điểm từ sáng cho đến chiều ngày 7/ 9 vì mưa gió do bão sẽ rất lớn.
#khituonghoc
#biendoikhihau
#supertyphoonyagi2024",261,,2000000,,
data_bao_yagi_v16.csv,"BÃO SỐ 3 - YAGI - CƠN BÃO MẠNH NHẤT HƠN 10 NĂM QUA ẢNH HƯỞNG ĐẾN BẮC BỘ.
Theo dự báo từ Hải quân Mỹ ( JTWC ) khả năng bão YAGI cập bờ Quảng Ninh đến Hải Phòng với cường độ của một cơn bão Category 2 với sức gió từ 155-175km/h giật 195km/h.
Với sức gió mạnh như vậy khả năng nằm trong top 5 cơn bão mạnh nhất từng đổ bộ vào Việt Nam và mạnh nhất ảnh hưởng trực tiếp đến miền Bắc hơn 10 năm qua thậm chí mạnh nhất từ trước đến nay.
Cực đại của bão khi áp sát đảo Hải Nam eo biển bán đảo Lôi Châu có thể lên mức siêu bão cấp 16 giật trên cấp 17.
Từ đây đến khi ảnh hưởng của bão miền Bắc sẽ trải qua nắng nóng do bão hút hết mây vào tâm của nó cũng là báo hiệu một cơn bão mạnh đang đến rất gần.
#khituonghoc
#biendoikhihau
#typhoonyagi2024
Nguồn năng lượng khổng lồ bão sẽ trút một lượng mưa rất lớn xuống đất liền hình ảnh có thể nhận thấy rõ qua video.",61,,2000000,,
data_bao_yagi_v16.csv,"BÃO SỐ 3 - YAGI - CƠN BÃO MẠNH NHẤT HƠN 10 NĂM QUA ẢNH HƯỞNG ĐẾN BẮC BỘ.
Theo dự báo từ Hải quân Mỹ ( JTWC ) khả năng bão YAGI cập bờ Quảng Ninh đến Hải Phòng với cường độ của một cơn bão Category 2 với sức gió từ 155-175km/h giật 195km/h.
Với sức gió mạnh như vậy khả năng nằm trong top 5 cơn bão mạnh nhất từng đổ bộ vào Việt Nam và mạnh nhất ảnh hưởng trực tiếp đến miền Bắc hơn 10 năm qua thậm chí mạnh nhất từ trước đến nay.
Cực đại của bão khi áp sát đảo Hải Nam eo biển bán đảo Lôi Châu có thể lên mức siêu bão cấp 16 giật trên cấp 17.
Từ đây đến khi ảnh hưởng của bão miền Bắc sẽ trải qua nắng nóng do bão hút hết mây vào tâm của nó cũng là báo hiệu một cơn bão mạnh đang đến rất gần.
#khituonghoc
#biendoikhihau
#typhoonyagi2024
Nguồn năng lượng khổng lồ bão sẽ trút một lượng mưa rất lớn xuống đất liền hình ảnh có thể nhận thấy rõ qua video.",61,,2000000,,
data_bao_yagi_v16.csv,"BÃO SỐ 3 - YAGI - CƠN BÃO MẠNH NHẤT HƠN 10 NĂM QUA ẢNH HƯỞNG ĐẾN BẮC BỘ.
Theo dự báo từ Hải quân Mỹ ( JTWC ) khả năng bão YAGI cập bờ Quảng Ninh đến Hải Phòng với cường độ của một cơn bão Category 2 với sức gió từ 155-175km/h giật 195km/h.
Với sức gió mạnh như vậy khả năng nằm trong top 5 cơn bão mạnh nhất từng đổ bộ vào Việt Nam và mạnh nhất ảnh hưởng trực tiếp đến miền Bắc hơn 10 năm qua thậm chí mạnh nhất từ trước đến nay.
Cực đại của bão khi áp sát đảo Hải Nam eo biển bán đảo Lôi Châu có thể lên mức siêu bão cấp 16 giật trên cấp 17.
Từ đây đến khi ảnh hưởng của bão miền Bắc sẽ trải qua nắng nóng do bão hút hết mây vào tâm của nó cũng là báo hiệu một cơn bão mạnh đang đến rất gần.
#khituonghoc
#biendoikhihau
#typhoonyagi2024
Nguồn năng lượng khổng lồ bão sẽ trút một lượng mưa rất lớn xuống đất liền hình ảnh có thể nhận thấy rõ qua video.",61,,2000000,,
data_bao_yagi_v21.csv,"Bão số 3 (Yagi) gây nhiều thiệt hại cho các tỉnh miền Bắc
13 giờ ngày 7.9, tâm bão số 3 (Yagi) vào Quảng Ninh và Hải Phòng với sức gió 149 km/giờ, khiến cây đổ khắp các tuyến phố, gây đắm thuyền và tốc mái nhiều ngôi nhà. Một số tỉnh mất điện diện rộng.
#bãoYagi
#thiệthại",115,,21,,Cơ sở hạ tầng
data_bao_yagi_v21.csv," QUÁ TRÌNH ""THAY MẮT"" CỦA SIÊU BÃO YAGI:
Video mây vệ tinh ghi lại quá trình thay mắt của siêu bão Yagi, nói nôm na thì sẽ là phần mắt bão ban đầu mờ dần và cấp độ bão giảm đi vài bậc, tuy nhiên ngay sau đó, mắt bão sẽ sắc nét trở lại , cấp độ bão hồi phục, thậm chí còn mạnh hơn trước.
Theo Theo trang Bão trên tây bắc Thái Bình Dương, quá trình thay đổi hoàn lưu và mắt bão diễn ra vào chiều ngày 5/9 nên khả năng sẽ đạt cực đại vào từ chiều tối 5/9 đến ngày 6/9.
#Beatvn",11000,,202,,
data_bao_yagi_v21.csv,"SIÊU BÃO YAGI THAY MẮT!!!
Sáng nay bão YAGI mạnh lên thành SIÊU BÃO nhưng rất tiếc Ad bận đi làm nên không cập nhật cho các bạn được, đến chiều nay thì bão có dấu hiệu suy yếu do thay mắt, như vậy cơn bão đã đạt cường độ đỉnh lần thứ nhất vào lúc 00z-05/09. Nay Ad xin cập nhật lại một vài thông số khi YAGI đạt mức SIÊU BÃO lúc sáng nay:
Cập nhật lúc 07 giờ sáng nay (05/09) như sau :
- Vị trí : 19.1-115.8
- Áp suất : 915 hpa (JMA)
- Cường độ : 
+Duy trì trong 1 phút (JTWC*) : 250 km/h – Cat 4/5
+Duy trì trong 2 phút (CMA*): 209 km/h-cấp 17
+Duy trì trong 10 phút (JMA*) : 195 km/h - cấp 16
- Dvorak : T 7.0/8.0  (JMA)
- Kích thước mắt bão : 28 km
- Nhiệt độ tại mắt bão : 2,99 độ C
- Nhiệt độ đỉnh mây xung quanh : -74.59 độ C
- Hội tụ : 30 *10-6s-1
- Phân kì : 30 *10-6s-1 
- Độ đứt gió : 8 kt
- Xoáy tương đối (850mb) : 250* 10 ^-6/s
- Bán kính gió mạnh từ cấp 10 trở lên : 165 km
-Bán kính gió mạnh từ cấp 06 trở lên : 330 km 
- Nhiệt độ bề mặt biển : 31 độ
- Năng lượng nhiệt trong đại dương : 70 kj/cm2
- Hình thế dẫn đường : 
+Áp cao lục địa phía Bắc 
+Áp cao cận nhiệt đới phía Đông Nam
- Hướng di chuyển : Tây, tốc độ chậm
- Vùng ảnh hưởng dự kiến : Bắc Bộ.
Chúng ta cùng chờ xem bão thay mắt thành công hay thất bại!!!
*Chú thích : JTWC-Hải quân Mỹ ; CMA: cục khí tượng Trung Quốc ; JMA: cục khí tượng Nhật Bản
Tin phát lúc 16h30 ngày 05/09/2024 tại fanpage “BÃO NHIỆT ĐỚI”",267,,9,,
data_bao_yagi_v21.csv,"So sánh hình ảnh bão Yagi giữa Trung Quốc và Việt Nam dường như đều giống như nhau 
 Ở đâu bão đi qua cũng đều bị gió giật làm ngã đổ cây cối, cuốn bay đồ đạc ",5800,,92,,Tài sản cá nhân
data_bao_yagi_v21.csv,"Bài viết của Trường THCS Vĩnh Hưng Tất cả cảm xúc:172 1727 bình luận2 lượt chia sẻPhù hợp nhất﻿Pham DungTrường có bị bật mất cây nào ko ad1 nămTrả lờiTác giảTrường THCS Vĩnh Hưng Pham Dung trường không có cây nào bị bật gốc ạ, chỉ bị gãy cành cây to thôi ạ. Cảm ơn bạn đã quan tâm ạ1 nămTrả lờiPham DungTrường THCS Vĩnh Hưng  may quadTrường THCS Vĩnh Hưng Trường THCS Vĩnh Hưng 1 nămTrả lờiFan cứngchubinNguyễn Hưng ảnh này:)1 nămTrả lờiĂn Thịt Bé TraiThiếu Ngủ ôi mấy quả xoài1 nămTrả lời...",172,,2,,
data_bao_yagi_v23.csv," Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộSáng 7/9, do ảnh hưởng của bão Yagi, Hà Nội bắt đầu có mưa và gió. 9h sáng, mưa bắt đầu nặng hạt và gió mạnh dần. Nhiều tuyến phố Thủ đô vắng bóng xe cộ và người đi đường.#hanoionline #daihanoi #baoso3 #baoyagi #tintuc",933,,41,,
data_bao_yagi_v23.csv,Cập nhật tình hình bão Yagi. Chỗ các bạn thế nào rồi? TTXVN,518,,0,,
data_bao_yagi_v23.csv,Hưng Yên cũng chịu ảnh hưởng khá nặng nề của bão Yagi Nguồn: tổng hợp#hungyencogi #hungyen,297,,0,,
data_bao_yagi_v23.csv,"4 người chết, 78 người bị thương trong bão YagiGNO - Cục Quản lý đê điều và Phòng chống thiên tai cho biết tính đến 17 giờ hôm nay, 7-9, đã có 4 người chết do bão Yagi, trong đó có 3 người ở Quảng Ninh và 1 người ở Hải Dương. 78 người bị thương gồm 58 người ở Quảng Ninh, 20 người ở Hải Phòng. Xem tiếp nội dung tại link: https://giacngo.vn/post-73062.html#baogiacngo #baoyagi #yagi",290,,18,,Người bị ảnh hưởng
data_bao_yagi_v23.csv,"Nỗi xót xa khi chết trong chính ngôi nhà của mình. Cơn bão Yagi năm ngoái cũng cuốn bay mái nhà của mẹ mình, trần nhà rơi rụng, trong nhà toang hoang như ngoài sân, nhà bếp cũng bay nóc, chuồng gà, tường bao, gà qué bị đổ chết bẹp, cây ăn quả, cây lâu năm cùng mấy sào lúa bị ngập đổ mất mùa. Nhưng với hoàn cảnh mẹ tôi - 1 người già hơn 60 tuổi, chân bị tàng tật, sức khoẻ già yếu. Sau tâm bão đêm đó không 1 người nào của chính quyền đến quan tâm hỏi han động viên, sau bão không được hỗ trợ 1 cắc. Mặc dù kinh phí sau bão Yagy chi cho huyện Quỳnh Phụ vài tỷ?Nhưng năm nào mẹ tôi cũng phải bán từng hạt thóc đóng quỹ thiên tai 60 năm cuộc đời, ấy vậy mà gần 1 đời k may năm trc bị thiên tai nặng như vậy mà chẳng được nhà nước quan tâm tới.",29,,1,,Người bị ảnh hưởng|Gián đoạn Kinh tế
data_bao_yagi_v24.csv," Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộSáng 7/9, do ảnh hưởng của bão Yagi, Hà Nội bắt đầu có mưa và gió. 9h sáng, mưa bắt đầu nặng hạt và gió mạnh dần. Nhiều tuyến phố Thủ đô vắng bóng xe cộ và người đi đường.#hanoionline #daihanoi #baoso3 #baoyagi #tintuc",933,,41,,
data_bao_yagi_v28.csv,Trang này không hiển thị,0,,0,,
data_bao_yagi_v29.csv,Có thể liên kết đã hỏng hoặc trang đã bị gỡ. Hãy kiểm tra xem liên kết mà bạn đang cố mở có chính xác không.,0,,0,,
data_bao_yagi_v31.csv,"Siêu bão YAGI lúc này đang còn rất mạnh, cấp 14 giật cấp 17. Còn cách đất liền Hải Phòng khoảng 150km nữa thôi, trưa nay khả năng sẽ áp sát bờ.
Đêm qua YAGI đã có lần thứ 4 thay mắt bão sau khi đi vào vịnh Bắc Bộ
Tâm bão dự báo sẽ đi vào Quảng Ninh - Nam Định
Đây là cơn bão rất mạnh, cầu mong mọi người nơi đây được bình an ạ! oSedosnptr11nM378090foi68L5afcr4740h eh41268tae9104uh6h9r1agFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookTất cả cảm xúc:896 8968254ThíchBình luậnChia sẻ",896,,0,,
data_bao_yagi_v31.csv,"Siêu bão YAGI lúc này đang còn rất mạnh, cấp 14 giật cấp 17. Còn cách đất liền Hải Phòng khoảng 150km nữa thôi, trưa nay khả năng sẽ áp sát bờ.
Đêm qua YAGI đã có lần thứ 4 thay mắt bão sau khi đi vào vịnh Bắc Bộ
Tâm bão dự báo sẽ đi vào Quảng Ninh - Nam Định
Đây là cơn bão rất mạnh, cầu mong mọi người nơi đây được bình an ạ! oSedosnptr11nM378090foi68L5afcr4740h eh41268tae9104uh6h9r1agFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookTất cả cảm xúc:896 89682 bình luận54 lượt chia sẻThíchBình luậnChia sẻ",896,,54,,
data_bao_yagi_v31.csv,"Ad cũng đã phân tích rất kỹ về cơn bão này nên cũng không đào quá sâu về cơn bão này nữa,tuy nhiên sáng hôm nay,JTWC (Trung tâm cảnh báo liên hợp của Mỹ) đã lên lại danh sách best TRACK,nhằm đánh giá lại cường độ của 1 số cơn bão mà năm 2024 đã đánh giá sai. Trong đó có cơn bão Yagi được chỉnh sửa lại khá nhiều,cụ thể như sau:
Lưu ý:JTWC sử dụng gió 1 phút.
Cường độ đỉnh (1->2 lần)
Đỉnh lần 1:140kt,916mb ->140kt,912mb
(Tức 260km/h duy trì 1 phút)
Lúc 4~7 giờ sáng ngày 5/9/2024
Đỉnh lần 2:130kt,923mb ->145kt,907mb
(Tức 270km/h duy trì 1 phút)
Lúc 1 giờ sáng ngày 6/9/2024
Như vậy có thể thấy Yagi đã làm điều mà các cơn bão khác trên biển đông chưa làm được là cơn bão mạnh nhất trên đông thời điểm hiện tại và là cơn siêu bão đầu tiên  đạt đỉnh 2 lần là siêu bão CAT 5 trên thang Saffir Simpson (các cơn siêu bão khác bao gồm Pamela,Rammasun,Rai cũng chỉ đồng đạt được 140kt và 1 đỉnh CAT 5). Cho thấy quả thực Yagi là cơn bão lịch sử,nó sẽ luôn là thước đo cho các cơn bão mạnh tương lai trên biển đông,và với hiện trạng biến đổi khí hậu,các cơn bão vượt mặt Yagi sẽ sớm xuất hiện.oSedosnptr11nM378090foi68L5afcr4740h eh41268tae9104uh6h9r1agFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookTất cả cảm xúc:3,9K 3,9K49279ThíchBình luậnChia sẻ",3900,,0,,
data_bao_yagi_v31.csv,"Quan sát trên ảnh mây vệ tinh có thể thấy mắt bão đang mờ dần. Với hình ảnh này thì vào thời điểm hiện tại ad xác định cường độ bão ""chỉ còn"" mạnh cấp 13 - 14 thôi.
Dù cường độ bão giảm chậm thì điều này vẫn là điều đáng mừng đối với chúng ta, nó cho thấy bão đã yếu đi và sẽ còn yếu thêm, chứ nếu nó mà vẫn cứ cấp 15, cấp 16 mà ko có ý định giảm thì giờ này ngày mai chắc chúng ta phiêu diêu nơi miền cực lạc hết rồi
Tuy nhiên, từ giờ đến sáng mai, tốc độ suy yếu của bão Yagi sẽ không còn nhanh như khoảng thời gian từ chập tối đến giờ nữa, lý do là bão vừa phải vượt qua 1 đoạn địa hình đất liền (đảo Hải Nam) nên nó mất sức nhanh, còn giờ trở đi, khi đã xuống Vịnh Bắc Bộ, nó lại di chuyển trong môi trường thuận lợi, vì vậy tốc độ suy yếu phải chậm lại, chứ cứ giữ như tốc độ giảm vừa rồi thì sáng mai chúng ta ngủ dậy, nó thành áp thấp luôn dồi, lấy gì ra mà chém nữa
Đến lúc này vẫn chưa có phép màu nào xảy ra, Quảng Ninh - Hải Phòng vẫn là nơi mà bão đang hướng tới. Lúc này nó còn cách Móng Cái chỉ khoảng 200km về phía đông nam, biển Trà Cổ gió đã mạnh lên cấp 5 rồi, chưa có gì quá nguy hiểm, nhưng cứ từ từ rồi khoai sẽ nhừ...
Cầu chúc cho miền Bắc bình an vượt qua cơn bão này. Bà con hãy nhớ, sau khi bão vào sẽ là mưa lũ đấy nhá. Và thường số người chết do gió bão sẽ ít hơn do mưa lũ sau bão đấy. Nếu có thấy bão nó ko mạnh như mình tưởng tượng thì cũng đừng chủ quan
PS: chữ ""dồi"" ko phải sai chính tả nhé, chỉ là mình thít thế pteondsroSia75mo559Ma073nah7r8a47mrl1mLh4i09e0e231lh gli6i0gFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookTất cả cảm xúc:3,2K 3,2K198 bình luận49 lượt chia sẻThíchBình luậnChia sẻ",3200,,49,,Người bị ảnh hưởng
data_bao_yagi_v31.csv,"Quan sát trên ảnh mây vệ tinh có thể thấy mắt bão đang mờ dần. Với hình ảnh này thì vào thời điểm hiện tại ad xác định cường độ bão ""chỉ còn"" mạnh cấp 13 - 14 thôi.
Dù cường độ bão giảm chậm thì điều này vẫn là điều đáng mừng đối với chúng ta, nó cho thấy bão đã yếu đi và sẽ còn yếu thêm, chứ nếu nó mà vẫn cứ cấp 15, cấp 16 mà ko có ý định giảm thì giờ này ngày mai chắc chúng ta phiêu diêu nơi miền cực lạc hết rồi
Tuy nhiên, từ giờ đến sáng mai, tốc độ suy yếu của bão Yagi sẽ không còn nhanh như khoảng thời gian từ chập tối đến giờ nữa, lý do là bão vừa phải vượt qua 1 đoạn địa hình đất liền (đảo Hải Nam) nên nó mất sức nhanh, còn giờ trở đi, khi đã xuống Vịnh Bắc Bộ, nó lại di chuyển trong môi trường thuận lợi, vì vậy tốc độ suy yếu phải chậm lại, chứ cứ giữ như tốc độ giảm vừa rồi thì sáng mai chúng ta ngủ dậy, nó thành áp thấp luôn dồi, lấy gì ra mà chém nữa
Đến lúc này vẫn chưa có phép màu nào xảy ra, Quảng Ninh - Hải Phòng vẫn là nơi mà bão đang hướng tới. Lúc này nó còn cách Móng Cái chỉ khoảng 200km về phía đông nam, biển Trà Cổ gió đã mạnh lên cấp 5 rồi, chưa có gì quá nguy hiểm, nhưng cứ từ từ rồi khoai sẽ nhừ...
Cầu chúc cho miền Bắc bình an vượt qua cơn bão này. Bà con hãy nhớ, sau khi bão vào sẽ là mưa lũ đấy nhá. Và thường số người chết do gió bão sẽ ít hơn do mưa lũ sau bão đấy. Nếu có thấy bão nó ko mạnh như mình tưởng tượng thì cũng đừng chủ quan
PS: chữ ""dồi"" ko phải sai chính tả nhé, chỉ là mình thít thế pteondsroSia75mo559Ma073nah7r8a47mrl1mLh4i09e0e231lh gli6i0gFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookTất cả cảm xúc:3,2K 3,2K198 bình luận49 lượt chia sẻThíchBình luậnChia sẻ",3200,,49,,Người bị ảnh hưởng
data_bao_yagi_v6.csv,"Thethao247.vn    · Theo dõi t o e s S d o r n p g f  8 h 3 5 7 7 á 8 8 0 4 , t 9 l g 4 0 2 5  h c 5 m 4 1 0 4 2 n 5 t l 2 7  1 h 3 8 7 1 h 2 4 9   · Cập nhật tình hình bão Yagi. Chỗ các bạn thế nào rồi?…  Tất cả cảm xúc: 518 518 43 bình luận",0,,0,,
data_bao_yagi_v6.csv,"Cộng Đồng Khí Tượng Thủy Văn Việt Nam   · Tham gia Xuân Phúc   · t o e s S d o r n p g f  8 h 3 5 7 7 á 8 8 0 4 , t 9 l g 4 0 2 5  h c 5 m 4 1 0 4 2 n 5 t l 2 7  1 h 3 8 7 1 h 2 4 9   · CẬP NHẬT BÃO YAGI LÚC 2:00 AM NGÀY 7/9. Như vậy bão YAGI đã vào Vịnh Bắc Bộ sớm hơn 4 tiếng so với dự báo. Lúc 2 giờ sáng nay theo cơ quan khí tượng Nhật Bản JMA vị trí tâm bão nằm trên khu vực phía Đông Bắc Vịnh Bắc Bộ sức gió mạnh nhất vùng gần tâm bão giảm đi một chút còn cấp 14 _ 85knots giật cấp 17. Tâm bão còn cách đất liền các tỉnh Quảng Ninh Hải Phòng khoảng 150 km về phía Tây Tây Bắc với tốc độ di chuyển khoảng từ 15 - 20km/h tức là khoảng 10 - 11h AM sáng ngày 7/9 …  Tất cả cảm xúc: 261 261 24 bình luận 35 lượt chia sẻ",0,,35,,
data_bao_yagi_v6.csv,"Báo Thanh Niên    · Theo dõi t o e s S d o r n p g f  8 h 3 5 8 7 á 8 8 0 4 , t 9 l g 4 0 2 5  h c 5 m 4 1 0 4 2 n 5 t l 2 7  1 h 3 8 7 1 h 2 4 9   · Bão số 3 (Yagi) gây nhiều thiệt hại cho các tỉnh miền Bắc…  Tất cả cảm xúc: 115 115 5 bình luận 21 lượt chia sẻ",0,,21,,
data_bao_yagi_v6.csv,"Bão Nhiệt Đới   · Theo dõi s o t o S p e r d n  g 9 1 9 8 3 f t t l 0 a 8 7 c 8 f l t i t 0 h 4 h á 5  4 4 g i 1 c 4 9 5 t 0 9 f h h 9 f 8 l 1 n   · TRÒN 1 NĂM SAU CƠN BÃO YAGI,CƠN BÃO LỊCH SỬ.…  Tất cả cảm xúc: 3,9K 3,9K 492 bình luận 79 lượt chia sẻ",0,,79,,
data_bao_yagi_v6.csv,"Ngo Thanh Tung   · Theo dõi o o r d n S e p s t 2 4 h 0 8 g m l 7 4 2  i a g 4 m 9 i u 2 7 8 1 a f 9 h 8 0 9 4 5 a n g  g h l u á t i 1 7 0 0 7 3   · SOS  : Bão số 5 #Kajiki được dự báo mạnh ngang bão Yagi năm 2024.  Mong sao Bà Con <Thanh Hóa, Nghệ An, Hà Tĩnh, Quảng Trị> Bình An & May Mắn  …  Tất cả cảm xúc: 359 359 23 bình luận 3 lượt chia sẻ",0,,3,,
data_bao_yagi_v6.csv,"Thethao247.vn    · Theo dõi t o e s S d o r n p g f  8 h 3 5 7 7 á 8 8 0 4 , t 9 l g 4 0 2 5  h c 5 m 4 1 0 4 2 n 5 t l 2 7  1 h 3 8 7 1 h 2 4 9   · Cập nhật tình hình bão Yagi. Chỗ các bạn thế nào rồi?…  Tất cả cảm xúc: 518 518 43 bình luận",0,,0,,
data_bao_yagi_v6.csv,"Cộng Đồng Khí Tượng Thủy Văn Việt Nam   · Tham gia Xuân Phúc   · t o e s S d o r n p g f  8 h 3 5 7 7 á 8 8 0 4 , t 9 l g 4 0 2 5  h c 5 m 4 1 0 4 2 n 5 t l 2 7  1 h 3 8 7 1 h 2 4 9   · CẬP NHẬT BÃO YAGI LÚC 2:00 AM NGÀY 7/9. Như vậy bão YAGI đã vào Vịnh Bắc Bộ sớm hơn 4 tiếng so với dự báo. Lúc 2 giờ sáng nay theo cơ quan khí tượng Nhật Bản JMA vị trí tâm bão nằm trên khu vực phía Đông Bắc Vịnh Bắc Bộ sức gió mạnh nhất vùng gần tâm bão giảm đi một chút còn cấp 14 _ 85knots giật cấp 17. Tâm bão còn cách đất liền các tỉnh Quảng Ninh Hải Phòng khoảng 150 km về phía Tây Tây Bắc với tốc độ di chuyển khoảng từ 15 - 20km/h tức là khoảng 10 - 11h AM sáng ngày 7/9 …  Tất cả cảm xúc: 261 261 24 bình luận 35 lượt chia sẻ",0,,35,,
data_bao_yagi_v6.csv,"Báo Thanh Niên    · Theo dõi t o e s S d o r n p g f  8 h 3 5 8 7 á 8 8 0 4 , t 9 l g 4 0 2 5  h c 5 m 4 1 0 4 2 n 5 t l 2 7  1 h 3 8 7 1 h 2 4 9   · Bão số 3 (Yagi) gây nhiều thiệt hại cho các tỉnh miền Bắc…  Tất cả cảm xúc: 115 115 5 bình luận 21 lượt chia sẻ",0,,21,,
data_bao_yagi_v6.csv,"Bão Nhiệt Đới   · Theo dõi s o t o S p e r d n  g 9 1 9 8 3 f t t l 0 a 8 7 c 8 f l t i t 0 h 4 h á 5  4 4 g i 1 c 4 9 5 t 0 9 f h h 9 f 8 l 1 n   · TRÒN 1 NĂM SAU CƠN BÃO YAGI,CƠN BÃO LỊCH SỬ.…  Tất cả cảm xúc: 3,9K 3,9K 492 bình luận 79 lượt chia sẻ",0,,79,,
data_bao_yagi_v6.csv,"Hà Nội Online    · Theo dõi s o t o S p e r d n t 2 2  9  3 h t t l 0 a 8 7 c 8 f l t i n 0 h 4 g 9 5 0 á 4 g i 1 c 7 9 5 t 0 9 f h h 9 f  l 1 ,   ·  Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộ…  +6 Tất cả cảm xúc: 933 933 42 bình luận 41 lượt chia sẻ",0,,41,,
data_bao_yagi_v9.csv,"Hà Nội Online
   ·
 Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộ
Sáng 7/9, do ảnh hưởng của bão Yagi, Hà Nội bắt đầu có mưa và gió. 9h sáng, mưa bắt đầu nặng hạt và gió mạnh dần. Nhiều tuyến phố Thủ đô vắng bóng xe cộ và người đi đường.
#hanoionline #daihanoi #baoso3 #baoyagi #tintuc
+6
Tất cả cảm xúc:
933
933
42 bình luận
41 lượt chia sẻ",933,,41,,
data_bao_yagi_v9.csv,"Bão Nhiệt Đới
  ·
TRÒN 1 NĂM SAU CƠN BÃO YAGI,CƠN BÃO LỊCH SỬ.
Ad cũng đã phân tích rất kỹ về cơn bão này nên cũng không đào quá sâu về cơn bão này nữa,tuy nhiên sáng hôm nay,JTWC (Trung tâm cảnh báo liên hợp của Mỹ) đã lên lại danh sách best TRACK,nhằm đánh giá lại cường độ của 1 số cơn bão mà năm 2024 đã đánh giá sai. Trong đó có cơn bão Yagi được chỉnh sửa lại khá nhiều,cụ thể như sau:
Lưu ý:JTWC sử dụng gió 1 phút.
Cường độ đỉnh (1->2 lần)
Đỉnh lần 1:140kt,916mb ->140kt,912mb 
(Tức 260km/h duy trì 1 phút)
Lúc 4~7 giờ sáng ngày 5/9/2024
Đỉnh lần 2:130kt,923mb ->145kt,907mb
(Tức 270km/h duy trì 1 phút)
Lúc 1 giờ sáng ngày 6/9/2024
Như vậy có thể thấy Yagi đã làm điều mà các cơn bão khác trên biển đông chưa làm được là cơn bão mạnh nhất trên đông thời điểm hiện tại và là cơn siêu bão đầu tiên  đạt đỉnh 2 lần là siêu bão CAT 5 trên thang Saffir Simpson (các cơn siêu bão khác bao gồm Pamela,Rammasun,Rai cũng chỉ đồng đạt được 140kt và 1 đỉnh CAT 5). Cho thấy quả thực Yagi là cơn bão lịch sử,nó sẽ luôn là thước đo cho các cơn bão mạnh tương lai trên biển đông,và với hiện trạng biến đổi khí hậu,các cơn bão vượt mặt Yagi sẽ sớm xuất hiện.
Tất cả cảm xúc:
3,9K
3,9K
492 bình luận
79 lượt chia sẻ",3900,,79,,
data_bao_yagi_v9.csv,"Cộng Đồng Khí Tượng Thủy Văn Việt Nam
  ·
Tham gia
Xuân Phúc
  ·
BÃO YAGI ĐỔI HƯỚNG HƯỚNG THẲNG VỀ HẢI PHÒNG VỚI SỨC GIÓ CATEGORY 
 215KM/H
Theo một số chuyên gia khí tượng bão Yagi có thể tăng thêm 5knots lên mức 120knots.
#khituonghoc
#biendoikhihau
#supertyphoonyagi2024
Tất cả cảm xúc:
638
638
138 bình luận
17 lượt chia sẻ
Xuân Phúc tắt tính năng bình luận cho bài viết này.",638,,17,,
