source_file,NoiDung,React,CommentCount,Share,Comments,predicted_labels
data_bao_yagi_clean.csv,"TRÒN 1 NĂM SAU CƠN BÃO YAGI,CƠN BÃO LỊCH SỬ.
Ad cũng đã phân tích rất kỹ về cơn bão này nên cũng không đào quá sâu về cơn bão này nữa,tuy nhiên sáng hôm nay,JTWC (Trung tâm cảnh báo liên hợp của Mỹ) đã lên lại danh sách best TRACK,nhằm đánh giá lại cường độ của 1 số cơn bão mà năm 2024 đã đánh giá sai. Trong đó có cơn bão Yagi được chỉnh sửa lại khá nhiều,cụ thể như sau:
Lưu ý:JTWC sử dụng gió 1 phút.
Cường độ đỉnh (1->2 lần)
Đỉnh lần 1:140kt,916mb ->140kt,912mb 
(Tức 260km/h duy trì 1 phút)
Lúc 4~7 giờ sáng ngày 5/9/2024
Đỉnh lần 2:130kt,923mb ->145kt,907mb
(Tức 270km/h duy trì 1 phút)
Lúc 1 giờ sáng ngày 6/9/2024
Như vậy có thể thấy Yagi đã làm điều mà các cơn bão khác trên biển đông chưa làm được là cơn bão mạnh nhất trên đông thời điểm hiện tại và là cơn siêu bão đầu tiên  đạt đỉnh 2 lần là siêu bão CAT 5 trên thang Saffir Simpson (các cơn siêu bão khác bao gồm Pamela,Rammasun,Rai cũng chỉ đồng đạt được 140kt và 1 đỉnh CAT 5). Cho thấy quả thực Yagi là cơn bão lịch sử,nó sẽ luôn là thước đo cho các cơn bão mạnh tương lai trên biển đông,và với hiện trạng biến đổi khí hậu,các cơn bão vượt mặt Yagi sẽ sớm xuất hiện.",3900,,79,,
data_bao_yagi_clean.csv," Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộ
Sáng 7/9, do ảnh hưởng của bão Yagi, Hà Nội bắt đầu có mưa và gió. 9h sáng, mưa bắt đầu nặng hạt và gió mạnh dần. Nhiều tuyến phố Thủ đô vắng bóng xe cộ và người đi đường.
#hanoionline #daihanoi #baoso3 #baoyagi #tintuc",933,,41,,
data_bao_yagi_clean.csv,"Bão số 5 Kajiki rất đặc biệt, không kém bão Yagi về gió mạnh và đang di chuyển rất nhanh ",14,,0,,
data_bao_yagi_clean.csv,"Nỗi xót xa khi chết trong chính ngôi nhà của mình. 
Cơn bão Yagi năm ngoái cũng cuốn bay mái nhà của mẹ mình, trần nhà rơi rụng, trong nhà toang hoang như ngoài sân, nhà bếp cũng bay nóc, chuồng gà, tường bao, gà qué bị đổ chết bẹp, cây ăn quả, cây lâu năm cùng mấy sào lúa bị ngập đổ mất mùa. Nhưng với hoàn cảnh mẹ tôi - 1 người già hơn 60 tuổi, chân bị tàng tật, sức khoẻ già yếu. Sau tâm bão đêm đó không 1 người nào của chính quyền đến quan tâm hỏi han động viên, sau bão không được hỗ trợ 1 cắc. Mặc dù kinh phí sau bão Yagy chi cho huyện Quỳnh Phụ vài tỷ?
Nhưng năm nào mẹ tôi cũng phải bán từng hạt thóc đóng quỹ thiên tai 60 năm cuộc đời, ấy vậy mà gần 1 đời k may năm trc bị thiên tai nặng như vậy mà chẳng được nhà nước quan tâm tới.",27,,1,,Người bị ảnh hưởng|Gián đoạn Kinh tế
data_bao_yagi_clean.csv,"SOS 
: Bão số 5 #Kajiki được dự báo mạnh ngang bão Yagi năm 2024. 
Mong sao Bà Con <Thanh Hóa, Nghệ An, Hà Tĩnh, Quảng Trị> Bình An & May Mắn 
Ps: Hình ảnh bão #Yagi gây thiệt hại cho Quảng Ninh năm 2024.",359,,3,,
data_bao_yagi_clean.csv,"Cập nhật tình hình bão Yagi. Chỗ các bạn thế nào rồi?
 TTXVN",518,,0,,
data_bao_yagi_clean.csv,"CẬP NHẬT BÃO YAGI LÚC 2:00 AM NGÀY 7/9.
Như vậy bão YAGI đã vào Vịnh Bắc Bộ sớm hơn 4 tiếng so với dự báo. Lúc 2 giờ sáng nay theo cơ quan khí tượng Nhật Bản JMA vị trí tâm bão nằm trên khu vực phía Đông Bắc Vịnh Bắc Bộ sức gió mạnh nhất vùng gần tâm bão giảm đi một chút còn cấp 14 _ 85knots giật cấp 17.
Tâm bão còn cách đất liền các tỉnh Quảng Ninh Hải Phòng khoảng 150 km về phía Tây Tây Bắc với tốc độ di chuyển khoảng từ 15 - 20km/h tức là khoảng 10 - 11h AM sáng ngày 7/9 tâm bão sẽ đi vào đất liền Quảng Ninh Hải Phòng cụ thể là thành phố Cẩm phả tỉnh Quảng Ninh sớm hơn so với dự kiến ban đầu.
Bão đang tái tạo lại cấu trúc đĩa mây bão và con mắt bão mới có thể được thay thế có kích thước lớn hơn so với con mắt ở lúc trước khi vào đảo Hải Nam  cường độ của bão được các mô hình quốc tế đưa ra tiếp tục suy yếu chậm.
Lúc này trên Vịnh Bắc Bộ bề mặt nước biển rất ấm từ 30 - 31°C nên nhiều chuyên gia lo ngại kịch bản xấu nhất ít nhất khả năng bão vẫn giữ nguyên cấp 14 vào đất liền.
Mưa lớn do bão sẽ tập trung ở phần phía Nam của cơn bão do các đĩa mây phân tán phát triển đậm đặc ở khu vực phía nam của bão.
Mọi người tuyệt đối không được ra ngoài vào thời điểm từ sáng cho đến chiều ngày 7/ 9 vì mưa gió do bão sẽ rất lớn.
#khituonghoc
#biendoikhihau
#supertyphoonyagi2024",261,,35,,
data_bao_yagi_clean.csv,"Bão số 3 (Yagi) gây nhiều thiệt hại cho các tỉnh miền Bắc
13 giờ ngày 7.9, tâm bão số 3 (Yagi) vào Quảng Ninh và Hải Phòng với sức gió 149 km/giờ, khiến cây đổ khắp các tuyến phố, gây đắm thuyền và tốc mái nhiều ngôi nhà. Một số tỉnh mất điện diện rộng.
#bãoYagi
#thiệthại",115,,21,,Cơ sở hạ tầng
data_bao_yagi_clean.csv,"TRÒN 1 NĂM SAU CƠN BÃO YAGI,CƠN BÃO LỊCH SỬ.
Ad cũng đã phân tích rất kỹ về cơn bão này nên cũng không đào quá sâu về cơn bão này nữa,tuy nhiên sáng hôm nay,JTWC (Trung tâm cảnh báo liên hợp của Mỹ) đã lên lại danh sách best TRACK,nhằm đánh giá lại cường độ của 1 số cơn bão mà năm 2024 đã đánh giá sai. Trong đó có cơn bão Yagi được chỉnh sửa lại khá nhiều,cụ thể như sau:
Lưu ý:JTWC sử dụng gió 1 phút.
Cường độ đỉnh (1->2 lần)
Đỉnh lần 1:140kt,916mb ->140kt,912mb 
(Tức 260km/h duy trì 1 phút)
Lúc 4~7 giờ sáng ngày 5/9/2024
Đỉnh lần 2:130kt,923mb ->145kt,907mb
(Tức 270km/h duy trì 1 phút)
Lúc 1 giờ sáng ngày 6/9/2024
Như vậy có thể thấy Yagi đã làm điều mà các cơn bão khác trên biển đông chưa làm được là cơn bão mạnh nhất trên đông thời điểm hiện tại và là cơn siêu bão đầu tiên  đạt đỉnh 2 lần là siêu bão CAT 5 trên thang Saffir Simpson (các cơn siêu bão khác bao gồm Pamela,Rammasun,Rai cũng chỉ đồng đạt được 140kt và 1 đỉnh CAT 5). Cho thấy quả thực Yagi là cơn bão lịch sử,nó sẽ luôn là thước đo cho các cơn bão mạnh tương lai trên biển đông,và với hiện trạng biến đổi khí hậu,các cơn bão vượt mặt Yagi sẽ sớm xuất hiện.",3900,,79,,
data_bao_yagi_clean.csv," Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộ
Sáng 7/9, do ảnh hưởng của bão Yagi, Hà Nội bắt đầu có mưa và gió. 9h sáng, mưa bắt đầu nặng hạt và gió mạnh dần. Nhiều tuyến phố Thủ đô vắng bóng xe cộ và người đi đường.
#hanoionline #daihanoi #baoso3 #baoyagi #tintuc",933,,41,,
data_bao_yagi_nhanh.csv,,0,,0,,
data_bao_yagi_v10.csv,"Hà Nội Online
   ·
 5
c
  ·
 Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộ
Sáng 7/9, do ảnh hưởng của bão Yagi, Hà Nội bắt đầu có mưa và gió. 9h sáng, mưa bắt đầu nặng hạt và gió mạnh dần. Nhiều tuyến phố Thủ đô vắng bóng xe cộ và người đi đường.
#hanoionline #daihanoi #baoso3 #baoyagi #tintuc
+6
Tất cả cảm xúc:
933
933
42 bình luận
41 lượt chia sẻ",933,,41,,
data_bao_yagi_v10.csv,"Bão Nhiệt Đới
  ·
TRÒN 1 NĂM SAU CƠN BÃO YAGI,CƠN BÃO LỊCH SỬ.
Ad cũng đã phân tích rất kỹ về cơn bão này nên cũng không đào quá sâu về cơn bão này nữa,tuy nhiên sáng hôm nay,JTWC (Trung tâm cảnh báo liên hợp của Mỹ) đã lên lại danh sách best TRACK,nhằm đánh giá lại cường độ của 1 số cơn bão mà năm 2024 đã đánh giá sai. Trong đó có cơn bão Yagi được chỉnh sửa lại khá nhiều,cụ thể như sau:
Lưu ý:JTWC sử dụng gió 1 phút.
Cường độ đỉnh (1->2 lần)
Đỉnh lần 1:140kt,916mb ->140kt,912mb 
(Tức 260km/h duy trì 1 phút)
Lúc 4~7 giờ sáng ngày 5/9/2024
Đỉnh lần 2:130kt,923mb ->145kt,907mb
(Tức 270km/h duy trì 1 phút)
Lúc 1 giờ sáng ngày 6/9/2024
Như vậy có thể thấy Yagi đã làm điều mà các cơn bão khác trên biển đông chưa làm được là cơn bão mạnh nhất trên đông thời điểm hiện tại và là cơn siêu bão đầu tiên  đạt đỉnh 2 lần là siêu bão CAT 5 trên thang Saffir Simpson (các cơn siêu bão khác bao gồm Pamela,Rammasun,Rai cũng chỉ đồng đạt được 140kt và 1 đỉnh CAT 5). Cho thấy quả thực Yagi là cơn bão lịch sử,nó sẽ luôn là thước đo cho các cơn bão mạnh tương lai trên biển đông,và với hiện trạng biến đổi khí hậu,các cơn bão vượt mặt Yagi sẽ sớm xuất hiện.
Tất cả cảm xúc:
3,9K
3,9K
492 bình luận
79 lượt chia sẻ",3900,,79,,
data_bao_yagi_v10.csv,"Thethao247.vn
   ·
 5
c
  ·
Cập nhật tình hình bão Yagi. Chỗ các bạn thế nào rồi?
 TTXVN
Tất cả cảm xúc:
518
518
43 bình luận",518,,0,,
data_bao_yagi_v10.csv,"Hà Nội Online
   ·
 5
c
  ·
 Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộ
Sáng 7/9, do ảnh hưởng của bão Yagi, Hà Nội bắt đầu có mưa và gió. 9h sáng, mưa bắt đầu nặng hạt và gió mạnh dần. Nhiều tuyến phố Thủ đô vắng bóng xe cộ và người đi đường.
#hanoionline #daihanoi #baoso3 #baoyagi #tintuc
+6
Tất cả cảm xúc:
933
933
42 bình luận
41 lượt chia sẻ",933,,41,,
data_bao_yagi_v10.csv,"Bão Nhiệt Đới
  ·
TRÒN 1 NĂM SAU CƠN BÃO YAGI,CƠN BÃO LỊCH SỬ.
Ad cũng đã phân tích rất kỹ về cơn bão này nên cũng không đào quá sâu về cơn bão này nữa,tuy nhiên sáng hôm nay,JTWC (Trung tâm cảnh báo liên hợp của Mỹ) đã lên lại danh sách best TRACK,nhằm đánh giá lại cường độ của 1 số cơn bão mà năm 2024 đã đánh giá sai. Trong đó có cơn bão Yagi được chỉnh sửa lại khá nhiều,cụ thể như sau:
Lưu ý:JTWC sử dụng gió 1 phút.
Cường độ đỉnh (1->2 lần)
Đỉnh lần 1:140kt,916mb ->140kt,912mb 
(Tức 260km/h duy trì 1 phút)
Lúc 4~7 giờ sáng ngày 5/9/2024
Đỉnh lần 2:130kt,923mb ->145kt,907mb
(Tức 270km/h duy trì 1 phút)
Lúc 1 giờ sáng ngày 6/9/2024
Như vậy có thể thấy Yagi đã làm điều mà các cơn bão khác trên biển đông chưa làm được là cơn bão mạnh nhất trên đông thời điểm hiện tại và là cơn siêu bão đầu tiên  đạt đỉnh 2 lần là siêu bão CAT 5 trên thang Saffir Simpson (các cơn siêu bão khác bao gồm Pamela,Rammasun,Rai cũng chỉ đồng đạt được 140kt và 1 đỉnh CAT 5). Cho thấy quả thực Yagi là cơn bão lịch sử,nó sẽ luôn là thước đo cho các cơn bão mạnh tương lai trên biển đông,và với hiện trạng biến đổi khí hậu,các cơn bão vượt mặt Yagi sẽ sớm xuất hiện.
Tất cả cảm xúc:
3,9K
3,9K
492 bình luận
79 lượt chia sẻ",3900,,79,,
data_bao_yagi_v11.csv," Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộ
Sáng 7/9, do ảnh hưởng của bão Yagi, Hà Nội bắt đầu có mưa và gió. 9h sáng, mưa bắt đầu nặng hạt và gió mạnh dần. Nhiều tuyến phố Thủ đô vắng bóng xe cộ và người đi đường.
#hanoionline #daihanoi #baoso3 #baoyagi #tintuc",933,,41,,
data_bao_yagi_v11.csv,"TRÒN 1 NĂM SAU CƠN BÃO YAGI,CƠN BÃO LỊCH SỬ.
Ad cũng đã phân tích rất kỹ về cơn bão này nên cũng không đào quá sâu về cơn bão này nữa,tuy nhiên sáng hôm nay,JTWC (Trung tâm cảnh báo liên hợp của Mỹ) đã lên lại danh sách best TRACK,nhằm đánh giá lại cường độ của 1 số cơn bão mà năm 2024 đã đánh giá sai. Trong đó có cơn bão Yagi được chỉnh sửa lại khá nhiều,cụ thể như sau:
Lưu ý:JTWC sử dụng gió 1 phút.
Cường độ đỉnh (1->2 lần)
Đỉnh lần 1:140kt,916mb ->140kt,912mb 
(Tức 260km/h duy trì 1 phút)
Lúc 4~7 giờ sáng ngày 5/9/2024
Đỉnh lần 2:130kt,923mb ->145kt,907mb
(Tức 270km/h duy trì 1 phút)
Lúc 1 giờ sáng ngày 6/9/2024
Như vậy có thể thấy Yagi đã làm điều mà các cơn bão khác trên biển đông chưa làm được là cơn bão mạnh nhất trên đông thời điểm hiện tại và là cơn siêu bão đầu tiên  đạt đỉnh 2 lần là siêu bão CAT 5 trên thang Saffir Simpson (các cơn siêu bão khác bao gồm Pamela,Rammasun,Rai cũng chỉ đồng đạt được 140kt và 1 đỉnh CAT 5). Cho thấy quả thực Yagi là cơn bão lịch sử,nó sẽ luôn là thước đo cho các cơn bão mạnh tương lai trên biển đông,và với hiện trạng biến đổi khí hậu,các cơn bão vượt mặt Yagi sẽ sớm xuất hiện.",3900,,79,,
data_bao_yagi_v11.csv,"Cập nhật tình hình bão Yagi. Chỗ các bạn thế nào rồi?
 TTXVN",518,,0,,
data_bao_yagi_v11.csv," Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộ
Sáng 7/9, do ảnh hưởng của bão Yagi, Hà Nội bắt đầu có mưa và gió. 9h sáng, mưa bắt đầu nặng hạt và gió mạnh dần. Nhiều tuyến phố Thủ đô vắng bóng xe cộ và người đi đường.
#hanoionline #daihanoi #baoso3 #baoyagi #tintuc",933,,41,,
data_bao_yagi_v11.csv,"TRÒN 1 NĂM SAU CƠN BÃO YAGI,CƠN BÃO LỊCH SỬ.
Ad cũng đã phân tích rất kỹ về cơn bão này nên cũng không đào quá sâu về cơn bão này nữa,tuy nhiên sáng hôm nay,JTWC (Trung tâm cảnh báo liên hợp của Mỹ) đã lên lại danh sách best TRACK,nhằm đánh giá lại cường độ của 1 số cơn bão mà năm 2024 đã đánh giá sai. Trong đó có cơn bão Yagi được chỉnh sửa lại khá nhiều,cụ thể như sau:
Lưu ý:JTWC sử dụng gió 1 phút.
Cường độ đỉnh (1->2 lần)
Đỉnh lần 1:140kt,916mb ->140kt,912mb 
(Tức 260km/h duy trì 1 phút)
Lúc 4~7 giờ sáng ngày 5/9/2024
Đỉnh lần 2:130kt,923mb ->145kt,907mb
(Tức 270km/h duy trì 1 phút)
Lúc 1 giờ sáng ngày 6/9/2024
Như vậy có thể thấy Yagi đã làm điều mà các cơn bão khác trên biển đông chưa làm được là cơn bão mạnh nhất trên đông thời điểm hiện tại và là cơn siêu bão đầu tiên  đạt đỉnh 2 lần là siêu bão CAT 5 trên thang Saffir Simpson (các cơn siêu bão khác bao gồm Pamela,Rammasun,Rai cũng chỉ đồng đạt được 140kt và 1 đỉnh CAT 5). Cho thấy quả thực Yagi là cơn bão lịch sử,nó sẽ luôn là thước đo cho các cơn bão mạnh tương lai trên biển đông,và với hiện trạng biến đổi khí hậu,các cơn bão vượt mặt Yagi sẽ sớm xuất hiện.",3900,,79,,
data_bao_yagi_v12.csv,"Hà Nội Online
   ·
 5
c
  ·
 Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộ
Sáng 7/9, do ảnh hưởng của bão Yagi, Hà Nội bắt đầu có mưa và gió. 9h sáng, mưa bắt đầu nặng hạt và gió mạnh dần. Nhiều tuyến phố Thủ đô vắng bóng xe cộ và người đi đường.
#hanoionline #daihanoi #baoso3 #baoyagi #tintuc
+6
Tất cả cảm xúc:
933
933
42 bình luận
41 lượt chia sẻ",933,,41,,
data_bao_yagi_v12.csv,"Bão Nhiệt Đới
  ·
TRÒN 1 NĂM SAU CƠN BÃO YAGI,CƠN BÃO LỊCH SỬ.
Ad cũng đã phân tích rất kỹ về cơn bão này nên cũng không đào quá sâu về cơn bão này nữa,tuy nhiên sáng hôm nay,JTWC (Trung tâm cảnh báo liên hợp của Mỹ) đã lên lại danh sách best TRACK,nhằm đánh giá lại cường độ của 1 số cơn bão mà năm 2024 đã đánh giá sai. Trong đó có cơn bão Yagi được chỉnh sửa lại khá nhiều,cụ thể như sau:
Lưu ý:JTWC sử dụng gió 1 phút.
Cường độ đỉnh (1->2 lần)
Đỉnh lần 1:140kt,916mb ->140kt,912mb 
(Tức 260km/h duy trì 1 phút)
Lúc 4~7 giờ sáng ngày 5/9/2024
Đỉnh lần 2:130kt,923mb ->145kt,907mb
(Tức 270km/h duy trì 1 phút)
Lúc 1 giờ sáng ngày 6/9/2024
Như vậy có thể thấy Yagi đã làm điều mà các cơn bão khác trên biển đông chưa làm được là cơn bão mạnh nhất trên đông thời điểm hiện tại và là cơn siêu bão đầu tiên  đạt đỉnh 2 lần là siêu bão CAT 5 trên thang Saffir Simpson (các cơn siêu bão khác bao gồm Pamela,Rammasun,Rai cũng chỉ đồng đạt được 140kt và 1 đỉnh CAT 5). Cho thấy quả thực Yagi là cơn bão lịch sử,nó sẽ luôn là thước đo cho các cơn bão mạnh tương lai trên biển đông,và với hiện trạng biến đổi khí hậu,các cơn bão vượt mặt Yagi sẽ sớm xuất hiện.
Tất cả cảm xúc:
3,9K
3,9K
492 bình luận
79 lượt chia sẻ",3900,,79,,
data_bao_yagi_v12.csv,"Thethao247.vn
   ·
 5
c
  ·
Cập nhật tình hình bão Yagi. Chỗ các bạn thế nào rồi?
 TTXVN
Tất cả cảm xúc:
518
518
43 bình luận",518,,0,,
data_bao_yagi_v12.csv,"Hà Nội Online
   ·
 5
c
  ·
 Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộ
Sáng 7/9, do ảnh hưởng của bão Yagi, Hà Nội bắt đầu có mưa và gió. 9h sáng, mưa bắt đầu nặng hạt và gió mạnh dần. Nhiều tuyến phố Thủ đô vắng bóng xe cộ và người đi đường.
#hanoionline #daihanoi #baoso3 #baoyagi #tintuc
+6
Tất cả cảm xúc:
933
933
42 bình luận
41 lượt chia sẻ",933,,41,,
data_bao_yagi_v12.csv,"Bão Nhiệt Đới
  ·
TRÒN 1 NĂM SAU CƠN BÃO YAGI,CƠN BÃO LỊCH SỬ.
Ad cũng đã phân tích rất kỹ về cơn bão này nên cũng không đào quá sâu về cơn bão này nữa,tuy nhiên sáng hôm nay,JTWC (Trung tâm cảnh báo liên hợp của Mỹ) đã lên lại danh sách best TRACK,nhằm đánh giá lại cường độ của 1 số cơn bão mà năm 2024 đã đánh giá sai. Trong đó có cơn bão Yagi được chỉnh sửa lại khá nhiều,cụ thể như sau:
Lưu ý:JTWC sử dụng gió 1 phút.
Cường độ đỉnh (1->2 lần)
Đỉnh lần 1:140kt,916mb ->140kt,912mb 
(Tức 260km/h duy trì 1 phút)
Lúc 4~7 giờ sáng ngày 5/9/2024
Đỉnh lần 2:130kt,923mb ->145kt,907mb
(Tức 270km/h duy trì 1 phút)
Lúc 1 giờ sáng ngày 6/9/2024
Như vậy có thể thấy Yagi đã làm điều mà các cơn bão khác trên biển đông chưa làm được là cơn bão mạnh nhất trên đông thời điểm hiện tại và là cơn siêu bão đầu tiên  đạt đỉnh 2 lần là siêu bão CAT 5 trên thang Saffir Simpson (các cơn siêu bão khác bao gồm Pamela,Rammasun,Rai cũng chỉ đồng đạt được 140kt và 1 đỉnh CAT 5). Cho thấy quả thực Yagi là cơn bão lịch sử,nó sẽ luôn là thước đo cho các cơn bão mạnh tương lai trên biển đông,và với hiện trạng biến đổi khí hậu,các cơn bão vượt mặt Yagi sẽ sớm xuất hiện.
Tất cả cảm xúc:
3,9K
3,9K
492 bình luận
79 lượt chia sẻ",3900,,79,,
data_bao_yagi_v13.csv,"FacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookThuanCapital VNSestporndo1ợ6fhợ76maà3Đ2185l0g1l060ulict99rmư504g6a9t u1 ua9  · Đã chia sẻ với Công khai TradingView kỷ niệm 15 năm thành lập!Tặng bạn 1 năm Premium hoàn toàn miễn phí. Đừng bỏ lỡ — nhận ngay món quà đặc biệt này!https://trading-view.com/vn/premium/freeTradingView tròn 15 năm thành lập!
Lễ kỷ niệm đặc biệt: Tặng bạn 1 năm Premium hoàn toàn miễn phí! 
Nhận ngay món quà này - đừng bỏ lỡ cơ hội!1. Tải xuống ➜ 2. Cài đặt ➜ 3. Nhận thưởngSestporndo1 6fhm7mmau3T2185l0g1l060ul hh99êmì504g6a9ểiu1tua9Tất cả cảm xúc:1 1FacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebook",1,,1000000,,
data_bao_yagi_v13.csv,"FacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookThethao247.vn Tài khoản đã xác minh  · Sdrpnoestollmi42h7i9t3f01úh16ff4 6347lmupu7u930aa0uhit09m47m  · Đã chia sẻ với Công khaiQuá nguy hiểm!!!! Chưa tới phút 75, U17 Việt Nam đã vươn lên dẫn 11-0 trước U17 Bắc Mariana.Thầy trò HLV Roland đã vươn lên dẫn đầu bảng xếp hạng bảng C, vượt qua Malaysia8VDpdc3q4.comẢnh trên dòng thời gianQuá nguy hiểm!!!! Chưa tới phút 75, U17 Việt Nam đã vươn lên dẫn 11-0 trước U17 Bắc Mariana.
Thầy trò HLV Roland đã vươn lên dẫn đầu bảng xếp hạng bảng C, vượt qua MalaysiaSdrpnoestollmie2o7i9t3r01rh16ff4a63MLlmunu7u93 aa0uhie09m47mTất cả cảm xúc:463 46323 bình luận2 lượt chia sẻFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebook",463,,247000000,,
data_bao_yagi_v13.csv,"FacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookHà Nội Online Tài khoản đã xác minh  · Sdrpnoestol mt  2gi9tá101:h16f14n23 1lmulu0u91úaa0uci00hm47m  · Đã chia sẻ với Công khai GIỚI TRẺ ĐANG TỰ ""HẠI"" MÌNH LÚC NÀO KHÔNG HAY! Chỉ từ những thói quen nhỏ xíu thôi: thức khuya, ăn uống linh tinh, lười vận động, nghiện điện thoại… mà giờ đây các bạn trẻ đang tự đẩy mình vào đủ thứ bệnh nghiêm trọng. Đây không còn là chuyện cá nhân nữa, mà là vấn đề XÃ HỘI đang ở mức báo động đỏ!#thucdem #anuong #fastfood #suckhoe #yte #news #hanoionlinewatchNHIỀU BỆNH TRẺ HOÁ VÌ LỐI SỐNG KHÔNG KHOA HỌCldimGgbM2LAi7U6K1kTCMznHovCJSdrpnoestollmie2o7i9t3r01rh16ff4a63MLlmunu7u93 aa0uhie09m47mTất cả cảm xúc:30K 30K3,8K bình luận6,5K lượt chia sẻFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebook",30000,,2000000,,
data_bao_yagi_v13.csv,"FacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookDự báo thời tiết VTVTài khoản đã xác minh đã phát trực tiếp.  · Sdrpnoestollmi42g7i9t3f01ih16ff41634flmu u7u930aa0uhiờ09m47m  · Đã chia sẻ với Công khaiNAM MIỀN TRUNG LẠI SẮP MƯA LỚN DO BÃO SỐ 15? Cập nhật cùng MC Thanh Tùng và BTV Quách Duyên!watchEl GatoF2mwEL7RmNKpfdav8A9r4dcIzDhiy8GS086AkGvcd3jIP693Sg6jUizPMcZjv81qPhTdZDHWnSdrpnoestollmie2o7i9t3r01rh16ff4a63MLlmunu7u93 aa0uhie09m47mTất cả cảm xúc:2,6K 2,6K488125FacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebook",2600,,42000000,,
data_bao_yagi_v13.csv,"FacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookBáo Thanh Niên Tài khoản đã xác minh  · Sdrpnoestollmi42g7i9t3f01ih16ff45634flmu u7u930aa0uhiờ09m47m  · Đã chia sẻ với Công khaiMột con trâu bị lũ cuốn trôi dạt đến rốn lũ Hòa Thịnh (Đắk Lắk), mắc kẹt trên mái nhà suốt 5 ngày, nhịn đói 3 ngày. Đến giờ, nó vẫn đứng chênh vênh, ngóng chủ và chờ được đưa xuống đất.Một con trâu bị lũ cuốn trôi dạt đến rốn lũ Hòa Thịnh (Đắk Lắk), mắc kẹt trên mái nhà suốt 5 ngày, nhịn đói 3 ngày. Đến giờ, nó vẫn đứng chênh vênh, ngóng chủ và chờ được đưa xuống đất.m.meẢnh từ bài viết của Báo Thanh NiênNMguOgyhDmF6hIz6fb6FioERSSugtcimq5gQKzwDyhiy4WZfBqSdrpnoestollmie2o7i9t3r01rh16ff4a63MLlmunu7u93 aa0uhie09m47mTất cả cảm xúc:26K 26K1,8K bình luận548 lượt chia sẻFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebookFacebook",26000,,42000000,,Người bị ảnh hưởng
data_bao_yagi_v16.csv," Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộ
Sáng 7/9, do ảnh hưởng của bão Yagi, Hà Nội bắt đầu có mưa và gió. 9h sáng, mưa bắt đầu nặng hạt và gió mạnh dần. Nhiều tuyến phố Thủ đô vắng bóng xe cộ và người đi đường.
#hanoionline #daihanoi #baoso3 #baoyagi #tintuc",933,,2000000,,
