STT,NgayDang,Nội Dung,ReactTong,Share,CommentCount,Like,Love,Haha,Wow,Sad,Angry,Comments
1,2024-09-10,"Quyên góp, ủng hộ cho cán bộ ngành y tế bị thiệt hại do bão Yagi  Ngày 10/9, tại Bộ Y tế, Công đoàn Bộ Y tế phối hợp Văn phòng Bộ Y tế đã tổ chức Lễ phát động quyên góp, ủng hộ đoàn viên lao động ngành y tế bị thiệt hại do bão số 3. Đồng chí Đỗ Xuân Tuyên, Thứ trưởng Thường trực Y tế chủ trì lễ phát động. Tham dự lễ phát động có bà Phạm Thanh Bình - Chủ tịch Công đoàn Y tế Việt Nam cùng lãnh đạo các vụ, cục, văn phòng Bộ Y tế. Phát biểu kêu gọi tại lễ phát động, bà Phạm Thanh Bình cho hay, trong những ngày qua do ảnh hưởng nặng nề của cơn bão số 3 và hậu cơn bão số 3, tại một số tỉnh, thành phố đã gặp thiệt hại về cơ sở vật chất, sức khỏe cũng như tính mạng con người. Đặc biệt, trong số đó, nhiều cán bộ y tế đã bị mất nhà cửa và thiệt hại về các tài sản khác. Đồng thời, các cơ sở y tế cũng bị thiệt hại nặng nề, ảnh hưởng tới quá trình đi khám chữa bệnh của người dân . ""Hơn lúc nào hết, cán bộ ngành y tế rất cần sự quan tâm của các cấp, các ngành, của xã hội và đặc biệt là từ đồng nghiệp. Chúng tôi kêu gọi các cán bộ công chức, người lao động, các cơ quan, tổ chức và các doanh nghiệp trong và ngoài ngành y tế phát huy tinh thần tương thân tương ái, 'lá lành đùm lá rách', chung tay chia sẻ ủng hộ nhân viên y tế"", Chủ tịch Công đoàn Y tế Việt Nam kêu gọi. Theo bà Phạm Thanh Bình, những đóng góp này sẽ làm vơi bớt những mất mát, thiệt hại giúp cán bộ ngành y tế yên tâm công tác, ổn định đời sống, tiếp tục cống hiến bảo vệ và chăm lo cho sức khỏe cho người dân. Cùng đó, việc hỗ trợ này cũng góp phần giúp các cơ sở y tế bị thiệt hại nhanh chóng khôi phục khám chữa bệnh. Công đoàn Y tế Việt Nam sẽ có thư kêu gọi gửi các công đoàn cơ sở, sẽ tiếp nhận ủng hộ từ ngày 10/9 đến 30/9/2024. Số tiền ủng hộ sẽ gửi đến tài khoản Công đoàn Y tế Việt Nam với nội dung: ""Ủng hộ đoàn viên người lao động và cơ sở y tế thiệt hại do lũ lụt"". Tại Lễ phát động, ông Nguyễn Tuấn Hưng, Chủ tịch Công đoàn cơ quan Bộ Y tế - đã kêu gọi hơn 1.000 đoàn viên, người lao động cơ quan Bộ Y tế chung tay chia sẻ với những thiệt hại của cán bộ, viên chức, người lao động ngành y tế bị ảnh hưởng thiên tai, bão lũ. Ông Hưng cũng cho biết thêm thông tin, hiện Câu Lạc bộ thanh niên ngành y tế đã kêu gọi hỗ trợ người lao động ngành y tế bị thiệt hại do bão số 3. Đến thời điểm này, đã quyên góp được gần 200 triệu đồng và đang tiếp tục kêu gọi quyên góp ủng hộ. Thứ trưởng Y tế Đỗ Xuân Tuyên kêu gọi, toàn thể cán bộ, công chức, viên chức, người lao động trong toàn ngành y tế bằng cả tình cảm, trách nhiệm, tấm lòng nhân ái chung tay quyên góp, ủng hộ đồng bào bị thiệt hại do lũ gây ra cho nhiều địa phương, nhiều gia đình, trong đó có nhiều người lao động của ngành y tế. Phát biểu tại Lễ phát động, Thứ trưởng Đỗ Xuân Tuyên cho biết bão số 3 diễn biến phức tạp và gây ra những ảnh hưởng lớn đến đời sống, sinh hoạt của người dân, nhất là các tỉnh, thành phố khu vực phía bắc. Bộ Y tế đã có nhiều văn bản chỉ đạo liên quan đến công tác phòng, chống bão số 3 và công tác khắc phục hậu quả của bão. Các đơn vị chuyên môn của Bộ Y tế đã có những hướng dẫn về công tác khám chữa bệnh, phòng, chống dịch, vệ sinh môi trường trước, trong và sau bão. Bên cạnh việc thực hiện đầy đủ, nghiêm túc các nhiệm vụ chuyên môn về công tác y tế, Thứ trưởng Đỗ Xuân Tuyên cho biết, Bộ Y tế nói riêng và toàn ngành y tế nói chung rất quan tâm, chia sẻ những mất mát, thiệt hại của đồng bào do lũ gây ra cho nhiều địa phương, nhiều gia đình, trong đó có nhiều người lao động của ngành y tế. Vì vậy, phát huy truyền thống đoàn kết, tương thân tương ái của dân tộc Việt Nam; hưởng ứng lời kêu gọi của đồng chí Tổng Bí thư, Chủ tịch nước Tô Lâm, Thủ tướng Chính phủ Phạm Minh Chính, Trung ương Mặt trận Tổ quốc Việt Nam, Bộ Y tế tổ chức Lễ phát động ủng hộ đồng bào bị thiệt hại do cơn bão số 3 gây ra. Thứ trưởng nhấn mạnh cần tập trung chung tay hỗ trợ từ nay đến hết tháng 9 để sớm khắc phục hậu quả do bão lũ gây ra. Do đó, Bộ Y tế vận động cố gắng mỗi đoàn viên công đoàn không bị ảnh hưởng đóng góp tùy điều kiện, tuy nhiên tối thiểu là một ngày lương. Lãnh đạo Bộ Y tế yêu cầu sử dụng đúng mục đích quỹ này; công khai, minh bạch. Kết thúc vận động phải có báo cáo Ban Cán sự Đảng. Tại buổi lễ, Thứ trưởng Y tế Đỗ Xuân Tuyên kêu gọi, toàn thể cán bộ, công chức, viên chức, người lao động trong toàn ngành y tế bằng cả tình cảm, trách nhiệm, tấm lòng nhân ái chung tay quyên góp, ủng hộ một phần thu nhập, đồng thời tùy theo khả năng của mình ủng hộ nhiều hơn về tinh thần, vật chất để giúp đỡ nhân dân vùng bão lũ sớm vượt qua khó khăn, ổn định cuộc sống. Bên cạnh đó, Thứ trưởng Đỗ Xuân Tuyên yêu cầu các cơ sở y tế cần sớm khắc phục hậu quả do thiên tai, ổn định để tiếp tục công tác khám, chữa bệnh, phục vụ nhân dân. Ngay tại lễ phát động Thứ trưởng Bộ Y tế Đỗ Xuân Tuyên, Chủ tịch Công đoàn ngành y tế, lãnh đạo các đơn vị trực thuộc và đông đảo công chức, viên chức, người lao động đã trực tiếp quyên góp. Trước đó, theo thống kê ban đầu, một số cơ sở khám bệnh, chữa bệnh đã bị thiệt hại ở các mức độ khác nhau do hậu quả của bão số 3. Tuy vậy, công tác tiếp nhận cấp cứu, điều trị cho người bệnh vẫn bảo đảm duy trì, đặc biệt một số ca chấn thương nặng đã được cấp cứu kịp thời MẠNH TRẦN",0,0,0,0,0,0,0,0,0,""
2,2024-09-11,"Bão Yagi gây thiệt hại nặng nề tại các tỉnh Bắc Lào  Trong những ngày gần đây, ảnh hưởng của bão Yagi gây mưa lớn khiến nhiều địa phương ở miền bắc Lào bị lũ lụt và lở đất, gây thiệt hại lớn về tài sản và cô lập nhiều địa phương. Tại tỉnh Luang Namtha, mực nước trên các con sông thuộc địa bàn tỉnh dâng cao rất nhanh, nước tràn bờ đê kè dẫn đến ngập lụt trên diện rộng, đặc biệt ở các khu vực trũng thấp. Mực nước dâng cao nhanh khiến nhiều nhà cửa của người dân bị chìm trong biển nước, nhiều người dân phải trèo lên mái nhà trú ẩn. Nhiều bản làng tại tỉnh Luang Namtha đã bị ảnh hưởng bởi lũ lụt kể từ trận mưa lớn bắt đầu vào ngày 7/9, gây thiệt hại về người và tài sản. Theo thông tin từ chính quyền, ngày 10/9, quân đội Lào đã sử dụng 4 máy bay và 14 thuyền để cứu trợ những người dân trong khu vực ngập lụt. Đại diện chính quyền tỉnh cho biết, thuốc men, quần áo, thực phẩm, nước uống và thuyền cứu hộ là những vật dụng thiết yếu ưu tiên. Đại diện chính quyền địa phương cho biết, các ngôi làng, cơ sở hạ tầng và các dịch vụ thiết yếu như đường sá, viễn thông, điện và cấp nước đã bị gián đoạn nghiêm trọng. Nhà cửa, hoa màu và tài sản của người dân đã bị thiệt hại nặng nề, ảnh hưởng đến cuộc sống hằng ngày. Hiện các hoạt động cứu trợ khẩn cấp đang được tiến hành để sơ tán người dân đến khu vực an toàn, cũng như cung cấp nơi trú ẩn tạm thời. Người dân tỉnh Luang Namtha di chuyển tài sản, gia súc tới nơi an toàn. Ảnh: Cộng tác viên Tình hình lũ lụt do mưa lớn cũng diễn ra tại một số địa phương khác ở Bắc Lào như Oudomxay, Xayaboury, Bokeo và Luang Prabang. Theo Cục Khí tượng và Thủy văn Lào, mực nước sông Mekong đoạn chảy qua tỉnh Luang Prabang (Bắc Lào) đã đạt mức cảnh báo là 17,5m, gần đến mức nguy hiểm là 18m. Chính quyền đã cảnh báo người dân sống dọc theo các con sông, kêu gọi họ nhanh chóng di dời đồ đạc thiết yếu và gia súc đến những khu vực cao hơn và an toàn hơn. Tại tỉnh Xayaboury và tỉnh Udomxay, nhiều diện tích đất nông nghiệp bị ảnh hưởng và một số tuyến đường bị gián đoạn, trong khi người dân di chuyển đến vùng đất cao hơn để bảo đảm an toàn. Lũ lụt và lở đất cũng xảy ra tại 11 bản thuộc huyện Namor ở tỉnh Oudomxay và xảy ra tình trạng mất điện. Để ứng phó với lũ lụt nghiêm trọng, Lào đang nhanh chóng huy động các nỗ lực cứu trợ để hỗ trợ các gia đình bị ảnh hưởng. Người dân Lào được kêu gọi đoàn kết, hỗ trợ bằng cách quyên góp hàng hóa và vật dụng thiết yếu để giúp đỡ các gia đình đang gặp khó khăn. Theo Cục Khí tượng và Thủy văn Lào, mưa lớn vẫn sẽ tiếp tục diễn ra ở Trung Lào và Bắc Lào, dẫn đến nguy cơ xảy ra nhiều lũ lụt và lở đất hơn nữa. Chính quyền Lào cũng đang khuyến cáo người dân chuẩn bị cho các hiện tượng thời tiết khắc nghiệt, thường xuyên theo dõi dự báo thời tiết qua các phương tiện truyền thông đại chúng. TRỊNH DŨNG - HẢI TIẾN Phóng viên Báo Nhân Dân thường trú tại Lào",0,0,0,0,0,0,0,0,0,""
3,2024-09-11,"Đảng ủy khối Doanh nghiệp Trung ương ủng hộ đồng bào bị thiệt hại do bão Yagi  Sáng 11/9, Cơ quan Đảng ủy khối Doanh nghiệp Trung ương tổ chức  phát động ủng hộ đồng bào bị thiệt hại do bão số 3 (Yagi). Đồng chí Nguyễn Long Hải, Ủy viên dự khuyết Trung ương Đảng, Bí thư Đảng ủy Khối Doanh nghiệp Trung ương cùng các đồng chí lãnh đạo và toàn thể cán bộ, công chức, nhân viên cơ quan Đảng ủy Khối dự và tham gia ủng hộ. Nhằm phát huy tinh thần “tương thân, tương ái” và hưởng ứng lời kêu gọi của Đoàn Chủ tịch Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam về vận động, đăng ký ủng hộ đồng bào bị thiệt hại do bão Yagi, đã gây thiệt hại rất nặng nề cho các tỉnh miền bắc nước ta. Toàn thể cán bộ, công chức, nhân viên Cơ quan Đảng ủy Khối cùng chung tay chia sẻ, ủng hộ nhân dân vùng bị thiệt hại do bão lũ gây ra với mức ủng hộ tối thiểu là một ngày lương, kèm theo phụ cấp. Ngay tại buổi lễ phát động, cán bộ, công chức, nhân viên Cơ quan Đảng ủy Khối đã quyên góp hỗ trợ các hộ dân bị thiệt hại nặng nề về người và tài sản các tỉnh với số tiền hơn 85 triệu đồng. Quyên góp, ủng hộ cho cán bộ ngành y tế bị thiệt hại do bão Yagi 10/09/2024 21:01 Trước đó, ngày 10/9/2024, tại Lễ phát động do Đoàn Chủ tịch Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam phát động, các tập đoàn, tổng công ty, ngân hàng trong Khối đã ủng hộ đồng bào bị thiệt hại do bão Yagi, hơn 40 tỷ đồng. Ngay sau bão tan, hầu hết các doanh nghiệp, đơn vị trong Khối đều bắt tay ngay vào việc khắc phục hậu quả, huy động 100% lực lượng lao động dọn dẹp trụ sở cơ quan, doanh nghiệp, đơn vị; tăng cường lực lượng đi hỗ trợ các nơi trọng yếu bị ảnh hưởng nặng do bão số 3 gây ra. Tập đoàn Điện lực: Bên cạnh việc huy động khoảng 4.000 cán bộ, nhân viên khắc phục hậu quả, khôi phục điện sau bão, Tổng Công ty Điện lực miền bắc (EVNNPC) còn huy động thêm tổng cộng 38 đội xung kích với tổng số 413 cán bộ, công nhân kỹ thuật từ 13 đơn vị bạn để hỗ trợ khắc phục sự cố lưới điện bị ảnh hưởng nặng nề bởi Bão số 3 tại tỉnh Quảng Ninh và TP Hải Phòng. Kết quả khắc phục tính đến 8 giờ ngày 9/9: Lưới điện cao áp: Lưới điện 500kV: đã khôi phục được 7/9 đoạn đường dây bị sự cố; lưới điện 220kV: đã khôi phục được 27/40 đoạn đường dây bị sự cố; lưới điện 110kV: đã khôi phục được 77/102 đoạn đường dây bị sự cố; lưới điện trung, hạ áp: đã khôi phục cung cấp điện được cho 4,2 triệu khách hàng, tương ứng tỷ lệ khôi phục cung cấp điện cho khách hàng bị ảnh hưởng là 73,7%; tại khu vực Hà Nội: khách hàng bị gián đoạn cung cấp điện do ảnh hưởng bão Yagi đã được khôi phục cung cấp điện. Tổng Công ty Cảng hàng không: Cảng Hàng không quốc tế Nội Bài, Cảng Hàng không quốc tế Cát Bi Hải Phòng đã hoàn tất công tác kiểm tra đường cất hạ cánh, đường lăn, sân đỗ, và đảm bảo an toàn khai thác trở lại vào ngày 8/9. Tập đoàn Bưu chính Viễn thông: Điều động 116 nhân lực xử lý thuê bao, 71 nhân lực xử lý cáp quang, 3 xe cẩu chuyên dụng để tăng cường cho các đơn vị của tập đoàn khắc phục hậu quả do bão số 3 tại tỉnh Quảng Ninh và thành phố Hải Phòng. Tập đoàn Xăng dầu: Chỉ đạo các đơn vị bị ảnh hưởng, thiệt hại do bão gây ra tập trung nhân lực, nguồn lực, khẩn trương tổ chức khắc phục các thiệt hại, chủ động dọn dẹp, sửa chữa, khôi phục các cơ sở vật chất kỹ thuật, đặc biệt trong chuỗi Logistics, cửa hàng, tạo nguồn... bị hư hại để đưa các công trình, thiết bị, phương tiện vận tải vào hoạt động, sản xuất kinh doanh bình thường; làm việc với các đơn vị vận tải thủy, bộ xây dựng phương án điều động, tập trung bố trí phương tiện để bảo đảm nguồn cung ứng xăng dầu tại các Kho xăng dầu và cửa hàng xăng dầu tại Công ty Xăng dầu B12 (Cảng dầu B12, K130, K131, K132) và các kho tuyến sau như KV1, Hà Sơn Bình, Hà Nam... Tập đoàn Than-Khoáng sản: Công ty Kho vận và Cảng Cẩm Phả huy động mọi nguồn lực và tìm biện pháp phối hợp các đơn vị liên quan để xác định thông tin và tìm kiếm thủy thủ bị mất liên lạc cũng như trục vớt 2 đoàn phương tiện. Các đơn vị khai thác hầm lò tập trung nguồn lực bơm thoát nước, thông gió mỏ hầm lò, củng cố đảm bảo an toàn các khu vực sẵn sàng đưa hoạt động sản xuất trở lại khi có điện lưới. Các đơn vị khai thác lộ thiên, tổ chức kiểm tra điều kiện kỹ thuật các bờ tầng, sườn tầng, tuyến đường vận chuyển, hệ thống thoát nước, các khu vực có nguy cơ sạt lở, tầng cao... trong khai trường, bãi thải để triển khai ngay các giải pháp để triệt tiêu các nguy cơ gây mất an toàn, đưa sản xuất hoạt động trở lại Những ủng hộ thiết thực của cán bộ, công chức, nhân viên Cơ quan Đảng ủy Khối và của các tập đoàn, tổng công ty, ngân hàng trong Khối đã ủng hộ đồng bào bị thiệt hại do bão Yagi gây ra, sẽ góp phần hỗ trợ người dân vượt qua khó khăn, khắc phục thiệt hại do bão lũ gây ra. NGUYỄN VĂN TOÁN",0,0,0,0,0,0,0,0,0,""
4,2024-10-21,"Hơn 1,5 tỷ đồng hỗ trợ sinh kế cho người dân các tỉnh phía bắc bị thiệt hại bởi bão Yagi  Trong hai ngày 18/10 và 19/10, chương trình Sát cánh cùng gia đình Việt - Đài Tiếng nói nhân dân Thành phố Hồ Chí Minh (VOH) phối hợp cùng Tập đoàn Gemadept thực hiện đã vận động hơn 1,5 tỷ đồng hỗ trợ sinh kế cho người dân các tỉnh phía bắc bị thiệt hại bởi bão Yagi. Theo đó, chương trình cùng với cán bộ, công nhân viên Tập đoàn Gemadept đã trực tiếp trao tặng sinh kế, giống vật nuôi gồm 60 con bò, 179 con lợn, 46 con dê và gần 9.000 con gà cho gần 250 gia đình có hoàn cảnh khó khăn của các xã Việt Tiến (huyện Bảo Yên, tỉnh Lào Cai), xã Quang Kim, A Mú Sung (huyện Bát Xát, tỉnh Lào Cai); xã Nà Hẩu (huyện Văn Yên, tỉnh Yên Bái); xã Xuân Lạc (huyện Chợ Đồn, tỉnh Bắc Kạn) và xã Mông Ân của huyện Bảo Lâm, tỉnh Cao Bằng. Cán bộ, công nhân viên Tập đoàn GemaDept trao tặng con giống cho các gia đình bị thiệt hại bởi bão số 3 tại xã Việt Tiến, huyện Bảo Yên, tỉnh Lào Cai. Tại lễ bàn giao, các hợp tác xã cũng đã hướng dẫn các hộ kỹ thuật chăn nuôi, phòng, chống dịch bệnh cho đàn vật nuôi. Ngay sau chương trình bàn giao con giống cho người dân, đoàn cũng đã tới thăm hỏi, động viên, một số gia đình; động viên các hộ nỗ lực vươn lên. Rất nhiều người dân đã xúc động và chia sẻ rằng sự hỗ trợ này rất kịp thời và thiết thực. Sau cơn bão số 3 (bão Yagi), người dân các tỉnh Yên Bái, Cao Bằng, Bắc Kạn, Lào Cai đối mặt với muôn vàn khó khăn khi nhà cửa bị hư hại, tài sản cuốn trôi; hoa màu bị vùi lấp… Vì thế, việc trao con giống không chỉ là nguồn động viên tinh thần to lớn đối với người dân có hoàn cảnh khó khăn, bị thiệt hại do bão gây ra mà còn tạo sinh kế, giúp các hộ gia đình nhanh chóng vượt qua khó khăn, tái thiết và ổn định cuộc sống sau thiên tai. Người dân vui mừng khi nhận được con giống. Chương trình trao tặng sinh kế cho người dân bị thiệt hại bởi bão số 3 nằm trong chuỗi hoạt động hướng về “Đồng bào mình nơi ấy” do chương trình Sát cánh cùng gia đình Việt vận động thính giả, mạnh thường quân, các doanh nghiệp trong và ngoài nước thực hiện. Tổng kinh phí qua 3 đợt hỗ trợ là gần 6 tỷ đồng. LINH BẢO",0,0,0,0,0,0,0,0,0,""
5,2024-10-16,"Thăm và tặng quà công nhân môi trường khó khăn bị thiệt hại do bão Yagi  Trong các ngày 15 và 16/10/2024, Hiệp Hội Môi trường đô thị và Khu công nghiệp Việt Nam, Hội Môi trường đô thị và Khu công nghiệp khu vực miền nam, Hội Môi trường đô thị và Khu công nghiệp Khu vực miền trung-Tây Nguyên tổ chức đoàn đến thăm và tặng quà cho công nhân các công ty môi trường đô thị có hoàn cảnh khó khăn bị thiệt hại do bão số 3 (bão Yagi) với tổng số tiền 557 triệu đồng. Trong khuôn khổ chương trình, đại diện Hiệp hội Môi trường đô thị và khu công nghiệp Việt Nam đã trao 100 triệu đồng cho Công ty Trách nhiệm hữu hạn Một thành viên Môi trường đô thị Hà Nội; 37 triệu đồng cho Công ty Cổ phần Môi trường đô thị Sóc Sơn; 120 triệu đồng cho Công ty Cổ phần Môi trường đô thị tỉnh Lào Cai; 50 triệu đồng cho Công ty Cổ phần Môi trường và Công trình đô thị Bắc Kạn; 60 triệu đồng cho Công ty Cổ phần Môi trường đô thị Tam Điệp; 110 triệu đồng cho Công trình đô thị Thái Nguyên; 80 triệu đồng Công ty Trách nhiệm hữu hạn Một thành viên Môi trường đô thị Hải Phòng để hỗ trợ cho các công nhân tại các đơn vị có hoàn cảnh khó khăn bị thiệt hại do bão số 3. Trao quà cho công nhân và Công ty Cổ phần Môi trường Đô thị tỉnh Lào Cai. Ông Huỳnh Minh Nhựt, Chủ tịch Hiệp hội Hội Môi trường đô thị và khu công nghiệp Việt Nam, cho biết: Các hoạt động “tương thân tương ái” do Hiệp hội phát động luôn nhận được sự quan tâm, hưởng ứng nhiệt tình của các Hội khu vực, thành viên Hiệp hội, các doanh nghiệp. Qua đó nhằm chung tay chia sẻ, giúp đỡ về tinh thần, vật chất để góp phần cùng với đơn vị hoạt động trong lĩnh vực vệ sinh môi trường tại các tỉnh miền bắc khắc phục hậu quả, thiệt hại sau bão lũ, nhanh chóng khôi phục cơ sở hạ tầng, khôi phục sản xuất và bảo đảm đời sống cho cán bộ, nhân viên, người lao động tại các đơn vị. Phát biểu tiếp nhận ủng hộ, đại diện các đơn vị nhận hỗ trợ cũng gửi lời cảm ơn đến Hiệp hội, các Hội khu vực, các doanh nghiệp... Đại diện các đơn vị khẳng định, tất cả các khoản quyên góp, ủng hộ sẽ được sử dụng có mục đích, hiệu quả, giúp các công nhân có hoàn cảnh khó khăn tại các đơn vị bị thiệt hại do bão sớm vượt qua khó khăn, ổn định cuộc sống. Tính đến ngày 1/10/2024, tổng số tiền mà Hiệp hội tiếp nhận được từ các Hội khu vực là 687 triệu đồng. Toàn bộ tổng số tiền trên được dùng để hỗ trợ cho công nhân có hoàn cảnh khó khăn tại 13 đơn vị hoạt động trên lĩnh vực vệ sinh môi trường tại các tỉnh miền bắc chịu thiệt hại do bão số 3. ANH TUẤN",0,0,0,0,0,0,0,0,0,""
6,2024-09-21,"Chung tay cùng doanh nghiệp, cộng đồng người Việt ở nước ngoài ủng hộ đồng bào bị thiệt hại do bão Yagi  Ngày 21/9, Đại sứ quán Việt Nam tại Tanzania đã tổ chức Lễ phát động quyên góp ủng hộ đồng bào trong nước bị thiệt hại do bão số 3 (Yagi) gây ra. Tấm lòng “tương thân, tương ái” của những người con xa quê hương sẽ được gửi về nước, đến với đồng bào nhằm chung tay khắc phục hậu quả sau mưa lũ. Theo đó, với những tình cảm luôn hướng về Tổ quốc, hưởng ứng lời kêu gọi của đồng chí Tổng Bí thư, Chủ tịch nước Tô Lâm, Trung ương Mặt trận Tổ quốc Việt Nam, Phó Thủ tướng, Bộ trưởng Ngoại giao Bùi Thanh Sơn, ngày 21/9, Đại sứ quán Việt Nam tại Tanzania đã tổ chức Lễ phát động quyên góp ủng hộ đồng bào trong nước bị thiệt hại do bão số 3 (Yagi) gây ra. Công ty Viettel Tanzania (Halotel) ủng hộ đồng bào bị lũ lụt. Sự kiện đã nhận được sự hưởng ứng tích cực của tập thể cán bộ nhân viên Đại sứ quán Việt Nam tại Tanzania, Công ty Viettel Tanzania (Halotel), Công ty Viettel Burundi (Lumitel) và cộng đồng người Việt Nam tại các nước Tanzania, Burundi, Uganda, Kenya, Ethiopia. Cộng đồng người Việt tại Slovakia ủng hộ đồng bào bị bão lũ 21/09/2024 15:19 Phát biểu tại buổi lễ, Đại sứ Vũ Thanh Huyền xúc động cho biết, những ngày vừa qua, do ảnh hưởng của cơn bão số 3, lũ lụt, sạt lở do hoàn lưu bão, các tỉnh, thành phố phía bắc nước ta chịu thiệt hại nặng nề về người và tài sản, đời sống người dân vùng bị thiên tai, lũ lụt hết sức khó khăn, tấm lòng “tương thân, tương ái” của những người con xa quê hương sẽ được gửi về trong nước thông qua Trung ương Mặt trận Tổ quốc Việt Nam, Ủy ban Nhà nước về người Việt Nam ở nước ngoài, Bộ Ngoại giao đến với đồng bào trong nước nhằm chung tay khắc phục hậu quả sau mưa lũ. Công ty Viettel Burundi (Lumitel) ủng hộ đồng bào bị lũ lụt. Đồng thời, Đại sứ Vũ Thanh Huyền gửi lời cảm ơn sâu sắc tới tập thể cán bộ nhân viên Đại sứ quán Việt Nam tại Tanzania, Công ty Viettel Tanzania (Halotel), Công ty Viettel Burundi (Lumitel) và cộng đồng người Việt Nam tại các nước Tanzania, Burundi, Uganda, Kenya và Ethiopia đã luôn gắn kết, đồng hành cùng Đại sứ quán và đồng bào trong nước trong mọi hoàn cảnh khó khăn. M.K",0,0,0,0,0,0,0,0,0,""
7,2024-09-21,"Hỗ trợ 500 hộ gia đình người dân tỉnh Luang Namtha của Lào khắc phục thiệt hại của bão Yagi  Trong các ngày 19 và 20/9, Tổng lãnh sự quán Việt Nam tại Luang Prabang phối hợp các đơn vị và cộng đồng người Việt Nam tại Lào tổ chức đoàn công tác đến thăm hỏi, động viên, hỗ trợ 500 hộ gia đình người dân thuộc 5 bản của tỉnh Luang Namtha (Bắc Lào) bị thiệt hại nặng nề do ảnh hưởng của bão Yagi. Trong những ngày đầu tháng 9, cơn bão Yagi (bão số 3), cơn bão mạnh nhất trong lịch sử 30 năm trở lại đây đã đổ bộ vào Việt Nam, gây thiệt hại rất lớn cho người dân tại các tỉnh phía bắc Việt Nam. Hoàn lưu của bão cũng đã gây ra những trận mưa lớn làm một số tỉnh tại khu vực Bắc Lào, đặc biệt là tỉnh Luang Namtha bị ngập lụt rất nặng. Tại Lào, thống kê thiệt hại do cơn bão Yagi gây ra, đã làm 99 quận, huyện, 1.099 bản bị ngập lụt, gây nhiều thương vong về người và khiến nhiều hộ gia đình lâm vào cảnh khó khăn, nhiều héc-ta hoa màu bị ngập úng và nhiều công trình công cộng bị thiệt hại nặng. Riêng tại tỉnh Luang Namtha có hàng nghìn người dân bị ảnh hưởng, với 19 bản bị ngập lụt nhiều ngày, 18 bản bị ngập lụt nặng nề, gây thiệt hại lớn. Phát huy truyền thống đoàn kết và tinh thần “tương thân, tương ái”, Tổng Lãnh sự quán Việt Nam tại Luang Prabang đã kêu gọi cộng đồng người Việt Nam đang làm ăn, sinh sống tại Lào, doanh nghiệp Việt Nam, các cơ quan đại diện Việt Nam tại Bắc Lào cùng chung tay, ủng hộ, giúp đỡ người dân Việt Nam và Lào bị thiệt hại do cơn bão Yagi gây ra. Trong tổng số tiền kêu gọi quyên góp được, Tổng lãnh sự quán Việt Nam tại Luang Prabang đã trích 200 triệu kíp (đơn vị tiền tệ của Lào) dành để hỗ trợ người dân tại tỉnh Luang Namtha khắc phục thiệt hại của bão Yagi. Đoàn công tác trao quà hỗ trợ người dân tỉnh Luang Namtha (Lào). Ảnh: Cộng tác viên Cùng với số tiền 300 trăm triệu kíp do các chư tăng ni, phật tử chùa Phật Tích, chùa Sokpaluang tại thủ đô Vientiane quyên góp được, đoàn công tác của Tổng lãnh sự quán Việt Nam tại Luang Prabang đã trao tận tay 500 phần quà, mỗi phần quà 1 triệu kíp cho 500 hộ gia đình thuộc 5 bản (bản Khon, bản Luông, bản Mày, bản Pà-sắc và bản Viêng-nưa) của tỉnh Luang Namtha bị thiệt hại nặng do bão Yagi. Tổng lãnh sự Kiều Thị Hằng Phúc cho biết, tuy số tiền mỗi gia đình nhận được không lớn, nhưng việc này thể hiện tình cảm sâu sắc của những người Việt Nam đang công tác và làm ăn, sinh sống tại Lào đối với đồng bào các dân tộc Lào tại tỉnh Luang Namtha; bày tỏ mong muốn sự hỗ trợ này sẽ phần nào giúp người dân Lào tại tỉnh Luang Namtha vượt qua những khó khăn trước mắt, sớm ổn định cuộc sống. Cũng trong chuyến công tác, Đoàn cũng đã dành thời gian đến thăm hỏi và động viên một số hộ gia đình người Việt Nam đang sinh sống và làm ăn tại tỉnh Luang Namtha chịu ảnh hưởng trong đợt bão lụt vừa qua. TRỊNH DŨNG - HẢI TIẾN Phóng viên Báo Nhân Dân thường trú tại Lào",0,0,0,0,0,0,0,0,0,""
