STT,Nội Dung,React,Comment,Share,Danh sách Comment
1," Hà Nội: Nhiều tuyến phố vắng lặng trước giờ bão Yagi đổ bộSáng 7/9, do ảnh hưởng của bão Yagi, Hà Nội bắt đầu có mưa và gió. 9h sáng, mưa bắt đầu nặng hạt và gió mạnh dần. Nhiều tuyến phố Thủ đô vắng bóng xe cộ và người đi đường.#hanoionline #daihanoi #baoso3 #baoyagi #tintuc",933,10,41,"LIVESTREAM tin bão khẩn cấp: https://www.youtube.com/watch?v=vMIUk4xxYuA ||| Khủng khiếp quá...! ||| Tuyet Anh Nguyen ||| nghệ sĩ chí trung đã từng cảnh báo. ||| Yagi sẽ qua nhanh ||| Mọi người hãy ở nhà  để  ko nguy hiểm ||| Kim Thắng mình cách hn 18 km ||| Nếu bão vào thi phía ngoài bờ biển bị nặng hơn ||| Ra đường tầm này chỉ có trời đầy thì mới ra ||| Thiên Điều"
